label,triplet,sentence,verb_id,object_id,object_text,count,train_count,eval_count,in_train
-1,"(12, 9)",A photo of unseen interaction.,12,9,a photo of a traffic light,25,0,25,False
-1,"(13, 9)",A photo of unseen interaction.,13,9,a photo of a traffic light,15,0,15,False
-1,"(14, 9)",A photo of unseen interaction.,14,9,a photo of a traffic light,12,0,12,False
-1,"(15, 9)",A photo of unseen interaction.,15,9,a photo of a traffic light,7,0,7,False
-1,"(8, 7)",A photo of unseen interaction.,8,7,a photo of a truck,89,0,89,False
-1,"(9, 7)",A photo of unseen interaction.,9,7,a photo of a truck,50,0,50,False
-1,"(10, 7)",A photo of unseen interaction.,10,7,a photo of a truck,43,0,43,False
-1,"(11, 7)",A photo of unseen interaction.,11,7,a photo of a truck,31,0,31,False
-1,"(7, 6)",A photo of unseen interaction.,7,6,a photo of a train,103,0,103,False
-1,"(13, 14)",A photo of unseen interaction.,13,14,a photo of a bird,63,0,63,False
-1,"(15, 16)",A photo of unseen interaction.,15,16,a photo of a dog,49,0,49,False
-1,"(17, 16)",A photo of unseen interaction.,17,16,a photo of a dog,12,0,12,False
-1,"(18, 16)",A photo of unseen interaction.,18,16,a photo of a dog,7,0,7,False
-1,"(19, 16)",A photo of unseen interaction.,19,16,a photo of a dog,7,0,7,False
-1,"(9, 10)",A photo of unseen interaction.,9,10,a photo of a fire hydrant,86,0,86,False
-1,"(11, 10)",A photo of unseen interaction.,11,10,a photo of a fire hydrant,33,0,33,False
-1,"(14, 15)",A photo of unseen interaction.,14,15,a photo of a cat,317,0,317,False
-1,"(16, 17)",A photo of unseen interaction.,16,17,a photo of a horse,241,0,241,False
-1,"(8, 6)",A photo of unseen interaction.,8,6,a photo of a train,42,0,42,False
-1,"(9, 6)",A photo of unseen interaction.,9,6,a photo of a train,38,0,38,False
-1,"(10, 6)",A photo of unseen interaction.,10,6,a photo of a train,15,0,15,False
-1,"(11, 6)",A photo of unseen interaction.,11,6,a photo of a train,17,0,17,False
-1,"(7, 8)",A photo of unseen interaction.,7,8,a photo of a boat,133,0,133,False
-1,"(9, 8)",A photo of unseen interaction.,9,8,a photo of a boat,52,0,52,False
-1,"(10, 8)",A photo of unseen interaction.,10,8,a photo of a boat,33,0,33,False
-1,"(18, 19)",A photo of unseen interaction.,18,19,a photo of a cow,207,0,207,False
-1,"(20, 21)",A photo of unseen interaction.,20,21,a photo of a bear,170,0,170,False
-1,"(22, 23)",A photo of unseen interaction.,22,23,a photo of a giraffe,143,0,143,False
-1,"(24, 25)",A photo of unseen interaction.,24,25,a photo of a umbrella,111,0,111,False
-1,"(26, 27)",A photo of unseen interaction.,26,27,a photo of a tie,87,0,87,False
-1,"(28, 29)",A photo of unseen interaction.,28,29,a photo of a frisbee,76,0,76,False
-1,"(30, 31)",A photo of unseen interaction.,30,31,a photo of a snowboard,67,0,67,False
-1,"(9, 1)",A photo of unseen interaction.,9,1,a photo of a bicycle,78,0,78,False
-1,"(10, 1)",A photo of unseen interaction.,10,1,a photo of a bicycle,60,0,60,False
-1,"(11, 1)",A photo of unseen interaction.,11,1,a photo of a bicycle,52,0,52,False
-1,"(12, 1)",A photo of unseen interaction.,12,1,a photo of a bicycle,41,0,41,False
-1,"(13, 1)",A photo of unseen interaction.,13,1,a photo of a bicycle,35,0,35,False
-1,"(14, 1)",A photo of unseen interaction.,14,1,a photo of a bicycle,28,0,28,False
-1,"(15, 1)",A photo of unseen interaction.,15,1,a photo of a bicycle,24,0,24,False
-1,"(16, 1)",A photo of unseen interaction.,16,1,a photo of a bicycle,23,0,23,False
-1,"(17, 18)",A photo of unseen interaction.,17,18,a photo of a sheep,36,0,36,False
-1,"(19, 18)",A photo of unseen interaction.,19,18,a photo of a sheep,9,0,9,False
-1,"(20, 18)",A photo of unseen interaction.,20,18,a photo of a sheep,6,0,6,False
-1,"(21, 18)",A photo of unseen interaction.,21,18,a photo of a sheep,5,0,5,False
-1,"(22, 18)",A photo of unseen interaction.,22,18,a photo of a sheep,5,0,5,False
-1,"(23, 18)",A photo of unseen interaction.,23,18,a photo of a sheep,3,0,3,False
-1,"(24, 18)",A photo of unseen interaction.,24,18,a photo of a sheep,1,0,1,False
-1,"(25, 18)",A photo of unseen interaction.,25,18,a photo of a sheep,1,0,1,False
-1,"(27, 18)",A photo of unseen interaction.,27,18,a photo of a sheep,2,0,2,False
-1,"(28, 18)",A photo of unseen interaction.,28,18,a photo of a sheep,2,0,2,False
-1,"(29, 18)",A photo of unseen interaction.,29,18,a photo of a sheep,1,0,1,False
-1,"(30, 18)",A photo of unseen interaction.,30,18,a photo of a sheep,2,0,2,False
-1,"(31, 18)",A photo of unseen interaction.,31,18,a photo of a sheep,1,0,1,False
-1,"(32, 18)",A photo of unseen interaction.,32,18,a photo of a sheep,2,0,2,False
-1,"(22, 19)",A photo of unseen interaction.,22,19,a photo of a cow,2,0,2,False
-1,"(23, 24)",A photo of unseen interaction.,23,24,a photo of a backpack,18,0,18,False
-1,"(12, 10)",A photo of unseen interaction.,12,10,a photo of a fire hydrant,19,0,19,False
-1,"(2, 4)",A photo of unseen interaction.,2,4,a photo of an airplane,56,0,56,False
-1,"(6, 5)",A photo of unseen interaction.,6,5,a photo of a bus,132,0,132,False
-1,"(7, 5)",A photo of unseen interaction.,7,5,a photo of a bus,73,0,73,False
-1,"(8, 5)",A photo of unseen interaction.,8,5,a photo of a bus,36,0,36,False
-1,"(9, 5)",A photo of unseen interaction.,9,5,a photo of a bus,29,0,29,False
-1,"(10, 5)",A photo of unseen interaction.,10,5,a photo of a bus,21,0,21,False
-1,"(11, 5)",A photo of unseen interaction.,11,5,a photo of a bus,21,0,21,False
-1,"(14, 13)",A photo of unseen interaction.,14,13,a photo of a bench,23,0,23,False
-1,"(15, 13)",A photo of unseen interaction.,15,13,a photo of a bench,15,0,15,False
-1,"(0, 5)",A photo of unseen interaction.,0,5,a photo of a bus,65,0,65,False
-1,"(0, 6)",A photo of unseen interaction.,0,6,a photo of a train,49,0,49,False
-1,"(0, 7)",A photo of unseen interaction.,0,7,a photo of a truck,33,0,33,False
-1,"(0, 8)",A photo of unseen interaction.,0,8,a photo of a boat,29,0,29,False
-1,"(0, 9)",A photo of unseen interaction.,0,9,a photo of a traffic light,23,0,23,False
-1,"(0, 10)",A photo of unseen interaction.,0,10,a photo of a fire hydrant,20,0,20,False
-1,"(0, 11)",A photo of unseen interaction.,0,11,a photo of a stop sign,16,0,16,False
-1,"(0, 12)",A photo of unseen interaction.,0,12,a photo of a parking meter,13,0,13,False
-1,"(0, 13)",A photo of unseen interaction.,0,13,a photo of a bench,13,0,13,False
-1,"(0, 14)",A photo of unseen interaction.,0,14,a photo of a bird,13,0,13,False
-1,"(0, 15)",A photo of unseen interaction.,0,15,a photo of a cat,12,0,12,False
-1,"(0, 16)",A photo of unseen interaction.,0,16,a photo of a dog,9,0,9,False
-1,"(0, 17)",A photo of unseen interaction.,0,17,a photo of a horse,8,0,8,False
-1,"(0, 18)",A photo of unseen interaction.,0,18,a photo of a sheep,6,0,6,False
-1,"(0, 19)",A photo of unseen interaction.,0,19,a photo of a cow,6,0,6,False
-1,"(0, 20)",A photo of unseen interaction.,0,20,a photo of an elephant,6,0,6,False
-1,"(0, 21)",A photo of unseen interaction.,0,21,a photo of a bear,5,0,5,False
-1,"(0, 22)",A photo of unseen interaction.,0,22,a photo of a zebra,5,0,5,False
-1,"(0, 23)",A photo of unseen interaction.,0,23,a photo of a giraffe,5,0,5,False
-1,"(0, 24)",A photo of unseen interaction.,0,24,a photo of a backpack,5,0,5,False
-1,"(4, 7)",A photo of unseen interaction.,4,7,a photo of a truck,10,0,10,False
-1,"(4, 9)",A photo of unseen interaction.,4,9,a photo of a traffic light,2,0,2,False
-1,"(32, 33)",A photo of unseen interaction.,32,33,a photo of a kite,57,0,57,False
-1,"(34, 35)",A photo of unseen interaction.,34,35,a photo of a baseball glove,49,0,49,False
-1,"(38, 39)",A photo of unseen interaction.,38,39,a photo of a bottle,32,0,32,False
-1,"(40, 41)",A photo of unseen interaction.,40,41,a photo of a cup,26,0,26,False
-1,"(42, 43)",A photo of unseen interaction.,42,43,a photo of a knife,22,0,22,False
-1,"(44, 45)",A photo of unseen interaction.,44,45,a photo of a bowl,24,0,24,False
-1,"(1, 0)",A photo of unseen interaction.,1,0,a photo of a person,50,0,50,False
-1,"(6, 9)",A photo of unseen interaction.,6,9,a photo of a traffic light,7,0,7,False
-1,"(6, 10)",A photo of unseen interaction.,6,10,a photo of a fire hydrant,6,0,6,False
-1,"(6, 11)",A photo of unseen interaction.,6,11,a photo of a stop sign,4,0,4,False
-1,"(6, 12)",A photo of unseen interaction.,6,12,a photo of a parking meter,3,0,3,False
-1,"(6, 13)",A photo of unseen interaction.,6,13,a photo of a bench,1,0,1,False
-1,"(6, 14)",A photo of unseen interaction.,6,14,a photo of a bird,1,0,1,False
-1,"(6, 15)",A photo of unseen interaction.,6,15,a photo of a cat,1,0,1,False
-1,"(6, 16)",A photo of unseen interaction.,6,16,a photo of a dog,1,0,1,False
-1,"(6, 17)",A photo of unseen interaction.,6,17,a photo of a horse,1,0,1,False
-1,"(6, 18)",A photo of unseen interaction.,6,18,a photo of a sheep,1,0,1,False
-1,"(6, 19)",A photo of unseen interaction.,6,19,a photo of a cow,1,0,1,False
-1,"(6, 20)",A photo of unseen interaction.,6,20,a photo of an elephant,1,0,1,False
-1,"(6, 21)",A photo of unseen interaction.,6,21,a photo of a bear,1,0,1,False
-1,"(6, 22)",A photo of unseen interaction.,6,22,a photo of a zebra,1,0,1,False
-1,"(6, 23)",A photo of unseen interaction.,6,23,a photo of a giraffe,1,0,1,False
-1,"(6, 24)",A photo of unseen interaction.,6,24,a photo of a backpack,1,0,1,False
-1,"(6, 25)",A photo of unseen interaction.,6,25,a photo of a umbrella,1,0,1,False
-1,"(6, 26)",A photo of unseen interaction.,6,26,a photo of a handbag,1,0,1,False
-1,"(6, 27)",A photo of unseen interaction.,6,27,a photo of a tie,1,0,1,False
-1,"(28, 2)",A photo of unseen interaction.,28,2,a photo of a car,2,0,2,False
-1,"(28, 7)",A photo of unseen interaction.,28,7,a photo of a truck,1,0,1,False
-1,"(28, 8)",A photo of unseen interaction.,28,8,a photo of a boat,1,0,1,False
-1,"(28, 9)",A photo of unseen interaction.,28,9,a photo of a traffic light,1,0,1,False
-1,"(28, 10)",A photo of unseen interaction.,28,10,a photo of a fire hydrant,1,0,1,False
-1,"(28, 11)",A photo of unseen interaction.,28,11,a photo of a stop sign,1,0,1,False
-1,"(28, 12)",A photo of unseen interaction.,28,12,a photo of a parking meter,1,0,1,False
-1,"(28, 3)",A photo of unseen interaction.,28,3,a photo of a motorcycle,4,0,4,False
-1,"(28, 13)",A photo of unseen interaction.,28,13,a photo of a bench,1,0,1,False
-1,"(28, 14)",A photo of unseen interaction.,28,14,a photo of a bird,3,0,3,False
-1,"(28, 15)",A photo of unseen interaction.,28,15,a photo of a cat,1,0,1,False
-1,"(28, 16)",A photo of unseen interaction.,28,16,a photo of a dog,3,0,3,False
-1,"(28, 17)",A photo of unseen interaction.,28,17,a photo of a horse,1,0,1,False
-1,"(28, 4)",A photo of unseen interaction.,28,4,a photo of an airplane,1,0,1,False
-1,"(28, 5)",A photo of unseen interaction.,28,5,a photo of a bus,1,0,1,False
-1,"(28, 19)",A photo of unseen interaction.,28,19,a photo of a cow,1,0,1,False
-1,"(28, 20)",A photo of unseen interaction.,28,20,a photo of an elephant,2,0,2,False
-1,"(28, 21)",A photo of unseen interaction.,28,21,a photo of a bear,2,0,2,False
-1,"(28, 22)",A photo of unseen interaction.,28,22,a photo of a zebra,1,0,1,False
-1,"(28, 23)",A photo of unseen interaction.,28,23,a photo of a giraffe,1,0,1,False
-1,"(28, 24)",A photo of unseen interaction.,28,24,a photo of a backpack,2,0,2,False
-1,"(28, 25)",A photo of unseen interaction.,28,25,a photo of a umbrella,2,0,2,False
-1,"(28, 26)",A photo of unseen interaction.,28,26,a photo of a handbag,2,0,2,False
-1,"(28, 27)",A photo of unseen interaction.,28,27,a photo of a tie,1,0,1,False
-1,"(30, 1)",A photo of unseen interaction.,30,1,a photo of a bicycle,5,0,5,False
-1,"(30, 2)",A photo of unseen interaction.,30,2,a photo of a car,1,0,1,False
-1,"(30, 29)",A photo of unseen interaction.,30,29,a photo of a frisbee,1,0,1,False
-1,"(30, 7)",A photo of unseen interaction.,30,7,a photo of a truck,1,0,1,False
-1,"(30, 8)",A photo of unseen interaction.,30,8,a photo of a boat,1,0,1,False
-1,"(30, 9)",A photo of unseen interaction.,30,9,a photo of a traffic light,1,0,1,False
-1,"(30, 10)",A photo of unseen interaction.,30,10,a photo of a fire hydrant,1,0,1,False
-1,"(30, 11)",A photo of unseen interaction.,30,11,a photo of a stop sign,1,0,1,False
-1,"(30, 12)",A photo of unseen interaction.,30,12,a photo of a parking meter,1,0,1,False
-1,"(30, 3)",A photo of unseen interaction.,30,3,a photo of a motorcycle,2,0,2,False
-1,"(30, 13)",A photo of unseen interaction.,30,13,a photo of a bench,1,0,1,False
-1,"(30, 14)",A photo of unseen interaction.,30,14,a photo of a bird,1,0,1,False
-1,"(30, 15)",A photo of unseen interaction.,30,15,a photo of a cat,1,0,1,False
-1,"(30, 16)",A photo of unseen interaction.,30,16,a photo of a dog,2,0,2,False
-1,"(30, 17)",A photo of unseen interaction.,30,17,a photo of a horse,1,0,1,False
-1,"(30, 5)",A photo of unseen interaction.,30,5,a photo of a bus,1,0,1,False
-1,"(30, 19)",A photo of unseen interaction.,30,19,a photo of a cow,1,0,1,False
-1,"(30, 20)",A photo of unseen interaction.,30,20,a photo of an elephant,2,0,2,False
-1,"(30, 21)",A photo of unseen interaction.,30,21,a photo of a bear,1,0,1,False
-1,"(30, 22)",A photo of unseen interaction.,30,22,a photo of a zebra,1,0,1,False
-1,"(30, 23)",A photo of unseen interaction.,30,23,a photo of a giraffe,1,0,1,False
-1,"(30, 24)",A photo of unseen interaction.,30,24,a photo of a backpack,1,0,1,False
-1,"(30, 25)",A photo of unseen interaction.,30,25,a photo of a umbrella,2,0,2,False
-1,"(30, 26)",A photo of unseen interaction.,30,26,a photo of a handbag,3,0,3,False
-1,"(30, 27)",A photo of unseen interaction.,30,27,a photo of a tie,1,0,1,False
-1,"(11, 8)",A photo of unseen interaction.,11,8,a photo of a boat,28,0,28,False
-1,"(12, 8)",A photo of unseen interaction.,12,8,a photo of a boat,18,0,18,False
-1,"(13, 8)",A photo of unseen interaction.,13,8,a photo of a boat,13,0,13,False
-1,"(12, 11)",A photo of unseen interaction.,12,11,a photo of a stop sign,29,0,29,False
-1,"(46, 47)",A photo of unseen interaction.,46,47,a photo of an apple,18,0,18,False
-1,"(48, 49)",A photo of unseen interaction.,48,49,a photo of an orange,15,0,15,False
-1,"(3, 2)",A photo of unseen interaction.,3,2,a photo of a car,41,0,41,False
-1,"(13, 11)",A photo of unseen interaction.,13,11,a photo of a stop sign,20,0,20,False
-1,"(14, 11)",A photo of unseen interaction.,14,11,a photo of a stop sign,18,0,18,False
-1,"(19, 20)",A photo of unseen interaction.,19,20,a photo of an elephant,20,0,20,False
-1,"(29, 30)",A photo of unseen interaction.,29,30,a photo of a skis,10,0,10,False
-1,"(31, 27)",A photo of unseen interaction.,31,27,a photo of a tie,1,0,1,False
-1,"(31, 32)",A photo of unseen interaction.,31,32,a photo of a sports ball,8,0,8,False
-1,"(33, 34)",A photo of unseen interaction.,33,34,a photo of a baseball bat,9,0,9,False
-1,"(35, 36)",A photo of unseen interaction.,35,36,a photo of a skateboard,9,0,9,False
-1,"(37, 38)",A photo of unseen interaction.,37,38,a photo of a tennis racket,7,0,7,False
-1,"(39, 40)",A photo of unseen interaction.,39,40,a photo of a wine glass,7,0,7,False
-1,"(41, 42)",A photo of unseen interaction.,41,42,a photo of a fork,8,0,8,False
-1,"(43, 44)",A photo of unseen interaction.,43,44,a photo of a spoon,7,0,7,False
-1,"(45, 46)",A photo of unseen interaction.,45,46,a photo of a banana,5,0,5,False
-1,"(47, 48)",A photo of unseen interaction.,47,48,a photo of a sandwich,6,0,6,False
-1,"(49, 50)",A photo of unseen interaction.,49,50,a photo of a broccoli,5,0,5,False
-1,"(51, 52)",A photo of unseen interaction.,51,52,a photo of a hot dog,5,0,5,False
-1,"(53, 54)",A photo of unseen interaction.,53,54,a photo of a donut,4,0,4,False
-1,"(55, 56)",A photo of unseen interaction.,55,56,a photo of a chair,3,0,3,False
-1,"(13, 12)",A photo of unseen interaction.,13,12,a photo of a parking meter,13,0,13,False
-1,"(12, 5)",A photo of unseen interaction.,12,5,a photo of a bus,17,0,17,False
-1,"(8, 10)",A photo of unseen interaction.,8,10,a photo of a fire hydrant,3,0,3,False
-1,"(0, 25)",A photo of unseen interaction.,0,25,a photo of a umbrella,4,0,4,False
-1,"(0, 26)",A photo of unseen interaction.,0,26,a photo of a handbag,4,0,4,False
-1,"(0, 28)",A photo of unseen interaction.,0,28,a photo of a suitcase,4,0,4,False
-1,"(0, 29)",A photo of unseen interaction.,0,29,a photo of a frisbee,4,0,4,False
-1,"(0, 32)",A photo of unseen interaction.,0,32,a photo of a sports ball,3,0,3,False
-1,"(0, 33)",A photo of unseen interaction.,0,33,a photo of a kite,3,0,3,False
-1,"(0, 34)",A photo of unseen interaction.,0,34,a photo of a baseball bat,3,0,3,False
-1,"(0, 35)",A photo of unseen interaction.,0,35,a photo of a baseball glove,3,0,3,False
-1,"(0, 36)",A photo of unseen interaction.,0,36,a photo of a skateboard,3,0,3,False
-1,"(0, 37)",A photo of unseen interaction.,0,37,a photo of a surfboard,2,0,2,False
-1,"(0, 38)",A photo of unseen interaction.,0,38,a photo of a tennis racket,2,0,2,False
-1,"(0, 39)",A photo of unseen interaction.,0,39,a photo of a bottle,2,0,2,False
-1,"(0, 40)",A photo of unseen interaction.,0,40,a photo of a wine glass,1,0,1,False
-1,"(0, 41)",A photo of unseen interaction.,0,41,a photo of a cup,1,0,1,False
-1,"(0, 42)",A photo of unseen interaction.,0,42,a photo of a fork,1,0,1,False
-1,"(0, 43)",A photo of unseen interaction.,0,43,a photo of a knife,1,0,1,False
-1,"(22, 21)",A photo of unseen interaction.,22,21,a photo of a bear,6,0,6,False
-1,"(25, 24)",A photo of unseen interaction.,25,24,a photo of a backpack,1,0,1,False
-1,"(50, 51)",A photo of unseen interaction.,50,51,a photo of a carrot,13,0,13,False
-1,"(52, 53)",A photo of unseen interaction.,52,53,a photo of a pizza,11,0,11,False
-1,"(56, 57)",A photo of unseen interaction.,56,57,a photo of a couch,9,0,9,False
-1,"(58, 59)",A photo of unseen interaction.,58,59,a photo of a bed,9,0,9,False
-1,"(2, 0)",A photo of unseen interaction.,2,0,a photo of a person,14,0,14,False
-1,"(3, 5)",A photo of unseen interaction.,3,5,a photo of a bus,30,0,30,False
-1,"(9, 11)",A photo of unseen interaction.,9,11,a photo of a stop sign,3,0,3,False
-1,"(9, 12)",A photo of unseen interaction.,9,12,a photo of a parking meter,1,0,1,False
-1,"(12, 6)",A photo of unseen interaction.,12,6,a photo of a train,14,0,14,False
-1,"(13, 6)",A photo of unseen interaction.,13,6,a photo of a train,13,0,13,False
-1,"(13, 10)",A photo of unseen interaction.,13,10,a photo of a fire hydrant,19,0,19,False
-1,"(14, 7)",A photo of unseen interaction.,14,7,a photo of a truck,8,0,8,False
-1,"(8, 3)",A photo of unseen interaction.,8,3,a photo of a motorcycle,66,0,66,False
-1,"(9, 3)",A photo of unseen interaction.,9,3,a photo of a motorcycle,49,0,49,False
-1,"(10, 3)",A photo of unseen interaction.,10,3,a photo of a motorcycle,43,0,43,False
-1,"(16, 15)",A photo of unseen interaction.,16,15,a photo of a cat,14,0,14,False
-1,"(17, 15)",A photo of unseen interaction.,17,15,a photo of a cat,7,0,7,False
-1,"(18, 15)",A photo of unseen interaction.,18,15,a photo of a cat,7,0,7,False
-1,"(19, 15)",A photo of unseen interaction.,19,15,a photo of a cat,6,0,6,False
-1,"(20, 15)",A photo of unseen interaction.,20,15,a photo of a cat,5,0,5,False
-1,"(21, 15)",A photo of unseen interaction.,21,15,a photo of a cat,5,0,5,False
-1,"(12, 7)",A photo of unseen interaction.,12,7,a photo of a truck,13,0,13,False
-1,"(13, 7)",A photo of unseen interaction.,13,7,a photo of a truck,15,0,15,False
-1,"(11, 3)",A photo of unseen interaction.,11,3,a photo of a motorcycle,35,0,35,False
-1,"(12, 3)",A photo of unseen interaction.,12,3,a photo of a motorcycle,30,0,30,False
-1,"(13, 3)",A photo of unseen interaction.,13,3,a photo of a motorcycle,26,0,26,False
-1,"(8, 4)",A photo of unseen interaction.,8,4,a photo of an airplane,17,0,17,False
-1,"(15, 7)",A photo of unseen interaction.,15,7,a photo of a truck,6,0,6,False
-1,"(16, 7)",A photo of unseen interaction.,16,7,a photo of a truck,5,0,5,False
-1,"(18, 1)",A photo of unseen interaction.,18,1,a photo of a bicycle,18,0,18,False
-1,"(19, 1)",A photo of unseen interaction.,19,1,a photo of a bicycle,16,0,16,False
-1,"(20, 7)",A photo of unseen interaction.,20,7,a photo of a truck,3,0,3,False
-1,"(22, 7)",A photo of unseen interaction.,22,7,a photo of a truck,2,0,2,False
-1,"(25, 26)",A photo of unseen interaction.,25,26,a photo of a handbag,11,0,11,False
-1,"(27, 24)",A photo of unseen interaction.,27,24,a photo of a backpack,2,0,2,False
-1,"(29, 24)",A photo of unseen interaction.,29,24,a photo of a backpack,1,0,1,False
-1,"(31, 26)",A photo of unseen interaction.,31,26,a photo of a handbag,1,0,1,False
-1,"(32, 24)",A photo of unseen interaction.,32,24,a photo of a backpack,2,0,2,False
-1,"(33, 24)",A photo of unseen interaction.,33,24,a photo of a backpack,1,0,1,False
-1,"(34, 24)",A photo of unseen interaction.,34,24,a photo of a backpack,1,0,1,False
-1,"(35, 24)",A photo of unseen interaction.,35,24,a photo of a backpack,1,0,1,False
-1,"(37, 24)",A photo of unseen interaction.,37,24,a photo of a backpack,1,0,1,False
-1,"(38, 24)",A photo of unseen interaction.,38,24,a photo of a backpack,1,0,1,False
-1,"(39, 24)",A photo of unseen interaction.,39,24,a photo of a backpack,1,0,1,False
-1,"(40, 26)",A photo of unseen interaction.,40,26,a photo of a handbag,2,0,2,False
-1,"(42, 26)",A photo of unseen interaction.,42,26,a photo of a handbag,2,0,2,False
-1,"(43, 26)",A photo of unseen interaction.,43,26,a photo of a handbag,1,0,1,False
-1,"(44, 26)",A photo of unseen interaction.,44,26,a photo of a handbag,1,0,1,False
-1,"(45, 26)",A photo of unseen interaction.,45,26,a photo of a handbag,1,0,1,False
-1,"(46, 26)",A photo of unseen interaction.,46,26,a photo of a handbag,1,0,1,False
-1,"(47, 26)",A photo of unseen interaction.,47,26,a photo of a handbag,1,0,1,False
-1,"(48, 26)",A photo of unseen interaction.,48,26,a photo of a handbag,1,0,1,False
-1,"(49, 26)",A photo of unseen interaction.,49,26,a photo of a handbag,1,0,1,False
-1,"(16, 13)",A photo of unseen interaction.,16,13,a photo of a bench,13,0,13,False
-1,"(17, 13)",A photo of unseen interaction.,17,13,a photo of a bench,9,0,9,False
-1,"(18, 13)",A photo of unseen interaction.,18,13,a photo of a bench,6,0,6,False
-1,"(17, 1)",A photo of unseen interaction.,17,1,a photo of a bicycle,19,0,19,False
-1,"(10, 12)",A photo of unseen interaction.,10,12,a photo of a parking meter,7,0,7,False
-1,"(13, 15)",A photo of unseen interaction.,13,15,a photo of a cat,3,0,3,False
-1,"(16, 18)",A photo of unseen interaction.,16,18,a photo of a sheep,2,0,2,False
-1,"(27, 28)",A photo of unseen interaction.,27,28,a photo of a suitcase,12,0,12,False
-1,"(31, 28)",A photo of unseen interaction.,31,28,a photo of a suitcase,2,0,2,False
-1,"(32, 30)",A photo of unseen interaction.,32,30,a photo of a skis,2,0,2,False
-1,"(35, 34)",A photo of unseen interaction.,35,34,a photo of a baseball bat,1,0,1,False
-1,"(8, 2)",A photo of unseen interaction.,8,2,a photo of a car,22,0,22,False
-1,"(9, 2)",A photo of unseen interaction.,9,2,a photo of a car,21,0,21,False
-1,"(10, 2)",A photo of unseen interaction.,10,2,a photo of a car,17,0,17,False
-1,"(11, 2)",A photo of unseen interaction.,11,2,a photo of a car,19,0,19,False
-1,"(12, 2)",A photo of unseen interaction.,12,2,a photo of a car,16,0,16,False
-1,"(13, 2)",A photo of unseen interaction.,13,2,a photo of a car,13,0,13,False
-1,"(14, 10)",A photo of unseen interaction.,14,10,a photo of a fire hydrant,13,0,13,False
-1,"(15, 10)",A photo of unseen interaction.,15,10,a photo of a fire hydrant,12,0,12,False
-1,"(16, 10)",A photo of unseen interaction.,16,10,a photo of a fire hydrant,11,0,11,False
-1,"(17, 10)",A photo of unseen interaction.,17,10,a photo of a fire hydrant,10,0,10,False
-1,"(15, 11)",A photo of unseen interaction.,15,11,a photo of a stop sign,10,0,10,False
-1,"(16, 11)",A photo of unseen interaction.,16,11,a photo of a stop sign,7,0,7,False
-1,"(17, 11)",A photo of unseen interaction.,17,11,a photo of a stop sign,6,0,6,False
-1,"(19, 11)",A photo of unseen interaction.,19,11,a photo of a stop sign,5,0,5,False
-1,"(23, 21)",A photo of unseen interaction.,23,21,a photo of a bear,2,0,2,False
-1,"(24, 21)",A photo of unseen interaction.,24,21,a photo of a bear,1,0,1,False
-1,"(27, 26)",A photo of unseen interaction.,27,26,a photo of a handbag,2,0,2,False
-1,"(29, 26)",A photo of unseen interaction.,29,26,a photo of a handbag,2,0,2,False
-1,"(33, 26)",A photo of unseen interaction.,33,26,a photo of a handbag,1,0,1,False
-1,"(34, 26)",A photo of unseen interaction.,34,26,a photo of a handbag,1,0,1,False
-1,"(37, 26)",A photo of unseen interaction.,37,26,a photo of a handbag,2,0,2,False
-1,"(38, 36)",A photo of unseen interaction.,38,36,a photo of a skateboard,1,0,1,False
-1,"(39, 36)",A photo of unseen interaction.,39,36,a photo of a skateboard,1,0,1,False
-1,"(40, 36)",A photo of unseen interaction.,40,36,a photo of a skateboard,2,0,2,False
-1,"(41, 36)",A photo of unseen interaction.,41,36,a photo of a skateboard,2,0,2,False
-1,"(14, 12)",A photo of unseen interaction.,14,12,a photo of a parking meter,9,0,9,False
-1,"(15, 12)",A photo of unseen interaction.,15,12,a photo of a parking meter,7,0,7,False
-1,"(16, 12)",A photo of unseen interaction.,16,12,a photo of a parking meter,6,0,6,False
-1,"(17, 12)",A photo of unseen interaction.,17,12,a photo of a parking meter,6,0,6,False
-1,"(18, 12)",A photo of unseen interaction.,18,12,a photo of a parking meter,3,0,3,False
-1,"(19, 12)",A photo of unseen interaction.,19,12,a photo of a parking meter,2,0,2,False
-1,"(20, 12)",A photo of unseen interaction.,20,12,a photo of a parking meter,2,0,2,False
-1,"(21, 12)",A photo of unseen interaction.,21,12,a photo of a parking meter,2,0,2,False
-1,"(2, 5)",A photo of unseen interaction.,2,5,a photo of a bus,19,0,19,False
-1,"(2, 6)",A photo of unseen interaction.,2,6,a photo of a train,14,0,14,False
-1,"(2, 7)",A photo of unseen interaction.,2,7,a photo of a truck,12,0,12,False
-1,"(2, 8)",A photo of unseen interaction.,2,8,a photo of a boat,9,0,9,False
-1,"(2, 9)",A photo of unseen interaction.,2,9,a photo of a traffic light,8,0,8,False
-1,"(2, 10)",A photo of unseen interaction.,2,10,a photo of a fire hydrant,7,0,7,False
-1,"(2, 11)",A photo of unseen interaction.,2,11,a photo of a stop sign,5,0,5,False
-1,"(2, 12)",A photo of unseen interaction.,2,12,a photo of a parking meter,5,0,5,False
-1,"(2, 13)",A photo of unseen interaction.,2,13,a photo of a bench,4,0,4,False
-1,"(2, 14)",A photo of unseen interaction.,2,14,a photo of a bird,4,0,4,False
-1,"(2, 15)",A photo of unseen interaction.,2,15,a photo of a cat,3,0,3,False
